Visual Apparent Magnitude,Distance,Distance Error,BV,Spectral Type
7.36,4.63,1.20,0.5,B9V
8.68,10.24,1.21,0.559,F8V
8.2,14.74,0.98,0.511,F5
9.24,20.78,1.75,0.817,K0V
8.24,1.89,1.7,0.284,A3
10.34,5.53,2.16,0.637,G0
9.40,6.9,1.55,0.519,
7.9,49.63,0.92,0.828,K0
6.84,4.93,0.94,1.607,
2.54,7.12,0.71,0.38,O9.5V
9.60,25.32,3.50,1.58,K5
8.83,5.24,0.91,1.32,K0
9.82,7.27,1.91,0.659,G3V
9.5,2.47,1.51,0.966,K0
10.48,1.81,2.60,0.397,F0
8.27,2.56,1.17,1.920,K5
7.75,1.7,1.1,1.276,K2
9.18,37.92,1.33,1.363,K4V
10.27,7.86,7.16,0.600,F8
10.0,17.42,1.61,0.915,K0
9.29,3.10,0.89,1.286,K0
8.43,3.57,0.65,0.215,A2
8.31,21.41,0.82,0.835,K0V
8.70,2.1,2.4,1.115,K0
9.58,5.9,1.53,0.734,
9.74,10.90,1.73,0.744,G5V
8.56,7.19,2.71,0.521,
9.19,12.17,4.81,0.499,
8.24,3.38,0.71,1.184,K0
8.84,6.39,1.8,0.249,A2IV
7.65,3.9,0.80,1.418,K5
8.89,1.63,1.30,0.653,B9:+
8.34,7.86,1.21,0.641,F2
7.28,6.59,0.57,0.90,A2
9.78,,1.165,K7V.,
9.28,2.49,2.5,0.502,F2V
6.48,7.62,0.96,1.150,K0
8.57,11.73,1.16,0.576,
9.6,2.37,1.30,0.429,A0V
8.95,30.89,1.37,0.965,K2V
7.66,4.23,0.83,0.940,G8III
8.32,6.99,1.34,1.252,K0III
9.79,6.10,1.79,0.726,F8
7.15,2.54,0.91,1.428,M
9.97,6.65,1.42,0.685,G0
8.82,9.77,1.17,0.783,K1IV:+
9.7,6.82,1.97,1.338,K1IV
8.44,1.9,1.19,2.230,M1
8.17,1.45,0.77,1.474,K5
8.15,5.55,0.95,0.931,G8III
7.72,7.42,1.50,1.158,K0
11.45,14.20,26.94,0.763,
8.5,26.56,1.22,0.763,G5
8.83,0.89,0.86,1.696,M0
7.60,12.9,1.67,0.970,K1IV
9.6,4.95,0.72,0.588,G0
8.4,17.40,0.92,0.563,F8V
6.30,14.39,0.73,0.433,
6.96,3.55,0.75,1.667,M2III
7.70,3.69,1.8,0.15,
6.33,7.87,0.55,1.141,G9III
8.10,2.41,0.68,0.918,K0
8.4,6.88,0.99,0.170,A2
7.41,1.79,0.90,0.50,
10.15,7.20,2.13,0.650,F0
6.62,4.85,1.7,1.539,K4III
7.61,5.32,0.67,0.284,F0
8.93,9.53,3.0,0.634,G3V
8.49,4.18,1.21,1.274,K2III
5.28,12.60,0.46,1.55,K1III
9.32,1.46,1.44,1.483,
8.99,1.85,0.86,1.366,K5
6.5,7.92,1.5,0.165,A0pe
8.51,3.71,1.35,1.178,
9.1,1.65,1.23,1.17,K0
8.65,1.50,1.14,1.383,K2
7.95,3.58,1.6,1.170,K0IV
6.74,6.69,0.76,1.147,K0
10.47,0.64,1.93,1.568,M0
9.8,5.90,1.41,0.535,
9.34,5.54,0.91,0.449,F5
9.15,6.49,1.52,1.331,K0III
10.15,15.39,2.33,0.763,G5
6.91,4.6,0.59,1.549,K5
8.94,2.72,1.27,0.51,A0
8.10,10.99,0.60,0.536,G5
9.23,3.48,1.35,1.438,M0
9.15,8.70,1.46,0.465,F5
9.82,13.9,1.69,0.720,G6V
9.64,3.57,1.54,0.202,A0V
7.46,0.5,1.25,0.622,A6III
7.50,15.46,0.80,0.730,G5V
8.87,6.34,1.36,0.501,G5
8.50,14.37,1.18,0.613,G0
8.21,11.52,1.14,0.546,F2V
12.31,4.75,3.11,,
7.53,11.57,1.5,0.440,F3V
10.38,29.87,2.21,1.190,K5V
9.0,2.16,1.38,0.570,F3V
8.39,13.1,1.35,0.509,
7.89,3.33,0.93,0.111,A2
9.45,21.62,1.48,0.880,K0V
9.50,11.49,1.17,0.724,K2
7.47,3.9,1.22,1.607,K2
5.83,4.75,0.90,0.53,B2.5IV
8.63,4.17,1.98,1.198,K2
6.73,6.6,0.98,0.248,B9.5IV
9.55,0.22,4.51,1.200,G6V
7.66,17.0,0.97,0.621,G0
6.93,7.93,1.0,0.20,
8.61,26.94,1.88,0.700,K0V
9.45,3.51,1.78,0.502,F0V
9.72,9.26,1.69,0.697,G3V
8.50,2.45,0.93,0.886,K0
8.0,4.93,0.67,0.991,K0
6.56,4.9,0.53,1.540,M
6.73,8.65,0.89,1.274,K0
8.64,6.84,1.44,0.500,F2V
6.97,4.69,1.3,1.455,K0III
8.43,4.21,1.14,0.139,B9IV
8.97,9.82,1.43,0.661,F5V
8.82,2.65,1.19,1.157,K2
10.22,19.8,1.70,0.988,G
7.94,5.96,1.10,1.43,G5
9.50,7.62,7.79,0.773,G8V
7.23,4.97,0.72,0.48,B9V
8.54,3.52,2.25,0.435,F5
8.66,9.21,1.36,0.511,F5V
10.98,-15.96,13.7,0.635,
4.86,8.67,0.46,1.562,
8.21,21.41,1.13,0.585,G1V
6.44,3.70,0.96,1.806,K5
9.4,3.27,1.16,1.438,K0
8.63,0.45,1.41,1.602,K5
9.6,0.18,1.98,0.852,
10.88,6.17,2.27,0.685,F8
9.10,12.29,1.34,0.671,G3V
8.32,4.64,1.16,1.115,G5
9.17,5.67,1.88,1.408,M2e
6.16,6.7,0.70,0.73,B8Vn
7.53,1.3,1.5,0.198,B2IV
9.82,9.24,1.69,0.698,F5
9.6,7.90,1.46,0.522,F6V
8.54,3.38,1.71,1.319,K2III
9.23,13.58,0.83,0.658,G5
9.23,7.78,1.38,0.532,
9.16,4.19,1.44,0.760,A9IVm
7.95,7.39,0.91,0.610,G0
7.3,5.12,0.54,1.39,K0
8.51,4.20,1.45,1.280,
9.74,0.79,1.32,1.234,K2
8.23,8.67,1.24,0.714,
7.1,46.13,0.91,0.616,G3V
8.14,6.73,1.8,0.626,F5V
10.47,11.20,3.14,0.716,G0
5.93,7.51,0.93,0.35,B9.5V+
7.83,11.23,1.1,0.435,F5
11.24,1.71,2.85,0.754,K2
9.14,4.84,1.37,0.462,F8
8.55,5.22,1.35,1.101,G8III
8.3,2.42,0.73,1.80,K0
7.41,5.95,0.71,0.158,A2
8.0,4.54,0.79,0.36,B9.5IV
8.52,1.19,1.22,1.96,K0
8.60,9.98,1.18,0.480,
9.16,15.75,1.79,0.759,
9.5,4.96,1.35,0.317,A2
9.50,3.86,1.37,0.387,F0
9.50,2.35,1.59,1.183,K0
10.54,1.3,3.20,1.216,K0
12.1,,1.142,K8.,
8.26,6.2,0.61,0.518,G0
8.66,14.4,1.19,0.629,G5
7.50,4.39,1.9,1.482,K0
7.14,3.96,0.97,0.260,A5III
7.53,5.2,0.92,0.810,K0
8.83,1.56,0.69,1.15,K0
9.23,4.2,1.34,0.407,A9V
9.71,10.34,1.51,0.650,
8.64,1.4,1.41,1.352,K1III
9.12,6.89,1.53,0.628,G3V
9.26,2.68,1.79,0.663,F6V
7.89,2.89,0.92,1.33,K0
8.16,0.7,0.83,1.610,K2
7.59,10.35,1.5,0.611,
9.98,1.65,1.70,0.724,F8
9.29,0.7,3.50,0.49,
6.76,5.35,0.76,1.292,K0
7.68,1.54,1.2,1.530,K2
9.9,1.12,1.35,0.6,B2Vn
7.75,4.98,1.23,1.410,K0
9.55,-1.24,1.45,0.445,F0
7.26,10.73,0.72,0.188,A0
8.7,11.25,1.70,0.443,F3V
12.45,8.5,2.56,,
11.88,45.89,1.98,1.770,K
8.13,3.5,1.15,1.245,K2
8.55,8.5,2.56,0.862,G8III+
8.66,4.31,1.25,0.246,Ap
9.15,1.79,1.43,1.487,M0
9.19,1.83,0.99,1.205,
10.31,6.31,2.92,,
8.70,3.13,0.96,0.78,A0IV
8.39,7.90,1.1,0.435,F8
9.15,3.57,1.4,0.920,K0
7.46,9.56,1.19,0.385,F0
7.95,1.46,1.66,1.700,K3III
7.54,6.24,3.30,0.379,F0
8.20,3.5,0.84,0.969,K0
8.25,6.46,9.78,0.366,A5
11.0,3.94,1.57,0.600,
9.14,2.39,1.25,1.323,K0
6.33,23.2,0.89,0.492,F3V
8.32,3.82,1.15,1.93,K0III
9.31,6.62,1.34,0.391,A2IV
8.49,5.98,0.69,0.210,A2
8.41,5.80,1.67,0.241,B9
7.28,6.52,1.1,1.0,K0III
9.11,4.9,1.32,0.701,G5V
8.58,5.70,1.19,0.460,G5
9.37,13.23,1.44,0.651,G0
6.73,12.44,2.3,0.60,
7.64,5.66,0.71,0.98,A0
8.24,5.17,0.86,0.953,K0
7.61,31.23,2.21,0.700,
10.0,9.23,1.1,0.657,G5
9.6,12.38,8.81,0.982,
9.6,5.36,1.50,1.132,G8III
7.82,4.32,0.78,0.980,K0
10.31,0.74,1.67,0.870,Gp
8.62,26.39,1.45,0.876,K0
8.57,0.76,1.75,1.456,G1Ib
8.40,4.10,1.14,0.108,A2
8.19,3.86,1.4,1.95,K0
8.8,2.52,1.11,1.511,K5
8.78,16.36,2.3,0.710,G8V
7.61,3.80,0.93,0.111,A2IV
8.61,22.69,0.95,0.714,G5
7.27,13.96,2.20,0.432,
8.31,3.14,1.10,0.970,G8III
6.72,13.91,1.0,0.548,F8
10.67,0.99,1.43,1.294,G
9.55,10.61,1.47,0.614,F5
7.70,3.4,1.12,1.626,K4III
8.25,9.11,0.69,0.446,F6IV
8.58,0.36,1.33,0.850,K1III+
10.20,-1.31,1.70,0.389,F0
8.13,3.96,0.86,0.140,A0m
6.89,4.22,1.7,1.591,K5III
8.58,10.78,1.17,0.322,F0V
8.37,6.96,2.26,0.378,
7.21,2.93,0.94,1.334,K2
6.55,0.94,0.84,1.208,G8Ib
7.91,4.83,1.6,1.141,G8III
8.31,2.65,1.20,1.707,K5
7.77,2.4,0.81,1.317,K2
8.79,6.66,1.68,0.522,A1V
8.46,2.10,0.67,0.958,K2
11.79,12.11,2.95,1.10,
7.93,7.34,0.62,0.340,A2
8.27,2.30,0.73,0.903,G5
8.2,2.72,0.95,1.563,K5
8.17,6.56,0.92,0.53,A0
9.5,12.29,1.41,0.549,F5V
6.25,7.69,0.88,1.77,K0III
9.0,31.34,0.77,0.982,K
6.92,10.73,0.96,0.136,A3IV
8.60,-1.64,1.31,1.402,K0IV
7.89,-1.1,0.95,0.34,B2III
7.47,4.49,0.62,1.149,K0
8.29,4.99,1.8,1.194,K0III
7.94,2.47,0.68,0.974,G5
6.64,5.0,0.99,0.173,B5III
5.77,10.76,0.87,0.4,A1V
10.54,-3.34,2.50,0.397,F0
8.19,5.53,1.14,0.855,G3V
7.69,4.14,0.86,1.210,K3III
7.92,3.21,1.4,0.127,
6.98,2.14,0.55,1.574,M2
9.73,5.79,1.56,0.662,F3V
9.14,1.37,0.88,1.83,K0
6.30,20.48,0.89,0.321,A9V
8.4,0.95,0.99,0.91,B5Vn
7.7,1.88,1.17,0.33,B0III
10.75,2.44,2.4,0.130,B5III
6.53,6.43,1.20,0.800,G8III
11.45,51.88,4.66,,
7.89,6.17,0.82,0.110,A2V
8.36,16.44,0.73,0.496,G0
6.17,32.50,0.77,0.488,
8.47,9.83,1.2,0.417,
6.8,9.38,0.75,0.46,A3Vn
4.84,4.79,0.45,1.212,K1p
7.35,11.47,0.89,0.387,F2IV
6.47,6.53,1.19,1.147,K0
7.67,22.31,0.93,0.591,F8
8.45,5.43,1.15,0.296,F0V
7.57,5.77,0.67,1.171,K2
10.55,8.24,8.4,1.66,
8.89,3.41,1.51,0.912,K0
9.44,2.50,1.36,1.592,G8IV
8.16,3.69,0.72,1.19,K2
6.7,7.26,0.72,1.316,K2
8.40,11.70,1.12,0.486,F5V
9.33,1.54,1.28,1.169,K5
7.29,8.47,0.64,0.263,A2
8.86,0.27,1.15,1.11,K0
7.77,12.3,1.10,0.479,
8.52,10.14,1.3,0.565,G2V
11.4,7.95,1.76,0.575,F8
7.23,2.70,1.39,0.23,B6III
7.16,4.99,0.57,0.121,B8
6.85,2.41,0.95,1.779,K5
7.21,33.84,0.96,0.631,G0
9.12,11.5,1.88,0.461,
9.7,3.50,1.82,0.221,A2
10.39,1.23,2.49,0.657,F2
9.76,1.87,1.32,1.170,K0
9.59,9.13,1.39,0.598,F8
6.25,21.22,1.6,0.313,A7III
8.56,5.38,1.17,1.176,
8.26,2.4,0.99,0.15,B8IV
8.63,4.75,1.6,0.378,A5
6.40,4.25,0.89,1.19,K0
7.62,7.51,1.3,0.25,A0V
2.81,92.63,0.60,0.650,F9IV
9.96,,1.0,K6.,
6.68,9.44,0.92,0.171,A3III
7.19,6.94,0.88,0.991,K0
8.67,10.94,0.71,0.561,F8
6.87,2.18,8.22,0.130,O7V
9.11,3.71,1.47,0.954,G8III
8.24,3.33,1.37,1.399,
8.70,1.92,1.8,0.961,K0III
5.57,-1.86,2.15,0.169,O5
8.52,11.84,1.17,0.649,
7.50,11.68,1.2,0.456,F0
8.83,3.49,1.59,1.384,K1III
8.1,14.64,1.29,0.463,F5V
7.83,3.12,1.7,1.268,K2
8.94,4.93,1.47,0.485,
8.51,1.77,1.2,0.948,G6III
5.89,4.74,0.65,0.78,B7IV
8.13,0.99,1.34,0.99,B9IV
7.54,2.21,1.8,1.595,
8.25,13.28,1.0,0.499,F5V
10.38,3.91,1.63,0.487,F2
9.74,0.62,1.68,0.390,F5
9.42,21.42,1.79,0.884,K2
6.96,7.99,0.89,0.159,A0
8.67,4.49,0.78,0.521,G0
9.1,16.68,1.24,0.657,G6V
10.11,3.71,1.66,0.450,G0
7.34,1.72,0.91,1.462,K2
7.77,4.23,0.97,1.86,
8.23,9.76,1.22,0.500,F3V
4.91,8.34,0.85,1.95,
7.7,17.55,0.94,0.525,F5
10.15,0.67,3.6,0.590,F0
8.97,0.34,1.62,0.89,Ap
6.7,12.44,0.74,0.214,A7III
5.92,23.35,0.69,0.402,F2III
11.15,26.6,2.28,1.374,M2
6.52,7.24,0.85,1.119,
7.64,11.65,0.71,0.407,F5
5.62,1.0,0.89,0.43,B1II
5.74,19.70,0.86,0.336,
9.63,7.37,2.11,0.740,G0V
9.50,4.34,1.69,0.427,O9Ib
10.0,3.24,2.26,0.730,G5
8.76,0.81,1.32,0.958,K0
8.23,3.31,0.74,0.900,K0
11.4,0.38,3.28,1.580,
5.84,11.16,0.82,0.653,G1II
8.1,6.19,0.98,0.233,A0
8.60,4.28,0.97,0.97,
9.52,4.98,1.66,0.679,G0
8.84,2.63,1.83,1.434,K2III
7.3,35.18,1.1,0.653,G3V
8.42,4.52,1.57,1.565,M5III
7.95,19.26,0.99,0.690,K0
8.0,14.99,1.0,0.754,
8.45,7.68,1.0,0.564,F8V
9.48,8.33,1.75,0.442,A9V
8.52,4.74,1.16,0.311,F0
8.95,7.0,2.36,1.117,K0III
5.55,23.50,1.5,0.436,F3V
8.22,19.60,0.65,0.578,G5
8.76,2.63,1.8,0.982,G8IV
6.82,8.26,0.59,0.223,A2
9.52,9.0,1.58,0.679,G5V
8.71,5.92,1.19,0.888,K2
9.1,2.47,1.79,1.941,K5
7.96,3.88,0.81,0.912,G5
8.98,2.90,1.26,1.208,
7.90,12.45,0.81,0.397,F5
7.69,3.57,1.24,1.307,K2III
9.0,8.46,1.39,0.603,G1V
8.38,0.35,1.44,1.658,K5
7.84,18.14,1.19,0.683,G5V
7.59,13.48,1.25,0.400,F2
9.45,3.46,1.97,1.402,
7.88,3.52,1.42,0.206,A2
8.76,3.39,0.76,1.111,K0
8.97,6.49,1.18,0.551,F6V
8.47,2.86,1.4,1.272,K1III
8.4,6.38,1.55,0.283,F0
9.44,6.29,1.42,0.636,G5V
9.93,5.70,1.23,0.519,F8
9.28,0.34,1.58,0.480,
8.56,4.26,1.60,0.392,F2
7.99,3.8,1.6,1.587,
8.73,0.9,1.29,1.143,G8III
8.87,8.99,1.36,0.539,F8IV
9.83,11.69,1.51,0.650,F3V
8.75,0.42,1.47,0.312,
11.26,4.97,2.39,0.942,Gp
8.80,2.81,1.2,1.75,K0
8.64,0.32,1.23,0.130,B8III
10.15,5.37,2.61,0.483,F5
9.5,2.44,0.88,0.950,K0
9.7,4.99,1.63,0.622,G1:V+
8.50,5.0,0.84,0.355,A5
9.41,6.73,1.81,0.507,F2+
8.58,1.87,0.69,1.5,K0
7.72,0.15,1.5,1.472,
9.22,17.97,1.94,0.735,G5
8.56,14.72,1.17,0.580,G5
8.46,7.26,1.26,0.509,F7V
8.17,5.88,1.2,0.348,A9V
10.25,1.11,2.27,0.620,G0
7.21,5.35,1.27,0.145,A0
6.48,34.0,0.50,0.541,F8V
7.52,2.50,0.98,1.677,M0III
8.70,3.93,1.15,1.420,K2
6.47,8.41,1.35,0.776,G3III
8.23,2.67,1.24,1.460,K2III
8.6,10.94,0.75,0.427,F3V
10.43,0.35,2.32,0.656,G0
7.98,0.50,1.5,0.31,
9.47,6.37,1.60,0.524,F7V
7.64,3.9,0.93,1.496,K2
8.6,15.76,2.25,0.750,G5IV
9.51,6.0,2.2,0.412,F0
7.38,9.19,1.2,0.231,A2
6.57,2.60,0.77,0.775,G3III
7.56,41.15,0.57,0.769,K1V
8.41,1.31,0.80,1.527,M6
9.13,5.56,0.81,0.310,A7
7.40,5.28,0.77,0.4,
9.58,4.0,1.51,0.531,
7.16,18.98,1.6,0.780,G8V
7.4,4.75,0.82,0.989,G8III
7.91,2.58,1.17,1.767,
8.97,2.18,1.30,0.91,B8V
6.23,2.22,0.75,1.524,K3III
8.10,3.35,1.61,1.598,
9.98,0.65,0.90,0.722,G5
8.21,4.0,0.86,1.81,K2
11.50,30.26,3.63,1.437,
10.71,0.98,1.72,1.31,
8.24,5.56,1.57,1.15,G0
6.73,3.75,0.60,1.345,K3III
8.95,24.42,1.27,0.717,G5
8.13,2.93,1.14,0.128,B2III
3.48,29.11,0.52,0.916,
7.59,3.15,0.92,1.165,K2III
8.79,2.39,0.75,1.326,M7
8.5,10.44,1.95,0.403,
7.41,3.53,0.99,1.383,K2
8.27,2.74,1.7,1.455,K5
10.88,10.68,2.2,0.601,
6.18,11.4,0.51,0.88,A2p
9.18,4.51,3.63,0.604,
7.68,3.6,1.2,0.125,
8.70,7.53,1.47,0.581,F8
8.77,7.25,1.36,0.609,F7V
8.15,11.53,1.22,0.891,K0V
7.41,10.8,1.20,0.317,A5
6.22,0.20,1.8,0.821,F5Iab
6.86,1.78,0.59,1.541,K2
8.79,0.74,0.96,1.565,M0
8.4,4.0,1.4,0.43,
8.44,7.96,1.32,0.406,F2V
4.23,20.69,0.51,1.60,K0III
8.11,7.7,1.31,0.914,
5.99,27.78,0.69,0.430,F4V
7.90,0.95,1.2,1.600,M
8.82,4.56,1.21,0.518,
9.43,4.66,0.76,0.485,F8
8.78,1.43,1.38,1.173,
8.41,4.85,1.21,0.566,F6V
9.92,6.5,1.54,0.652,F3V
7.67,2.18,1.3,1.697,K5
9.52,26.46,0.92,0.901,K0
9.8,7.48,1.28,0.418,F3V
7.45,4.73,0.91,1.484,K5
10.6,6.23,1.92,0.657,G5
10.5,1.93,2.43,1.197,K
8.47,6.0,0.83,0.990,K0
8.97,0.82,1.69,1.446,
10.13,4.85,3.40,0.921,G5
8.5,10.17,1.7,0.558,F3V
9.90,5.88,0.84,0.462,F5
8.49,4.44,1.74,0.454,F5
6.2,10.70,0.66,0.37,A0Vn
8.14,6.25,1.14,0.443,F2V
8.84,11.6,1.7,0.468,F8
8.75,3.23,1.33,0.903,F2III
9.58,2.91,1.37,0.58,B9V
9.44,10.83,0.94,0.737,K0
8.34,8.5,0.78,0.305,F2IV
7.19,22.91,0.98,0.573,G2V
9.5,5.30,1.22,0.410,F8
7.81,4.53,1.39,1.159,G5
9.10,3.50,1.22,1.30,K0III
7.21,2.84,0.90,1.334,K2
8.40,3.40,1.23,0.38,A0
8.73,0.97,0.76,1.390,K7
7.82,4.21,1.21,0.302,
9.80,1.23,1.8,0.532,F5
7.34,6.30,0.74,1.86,K0
6.46,4.16,0.80,0.76,B8V
7.70,3.33,1.2,0.843,K0
8.40,7.25,1.27,0.446,A8V
7.57,4.85,1.0,0.110,
8.70,1.91,0.84,1.100,K2
11.67,13.50,24.58,0.795,
8.62,21.72,1.21,0.730,G6V
7.32,5.52,1.20,1.204,K0
9.2,1.35,1.75,0.931,K0
9.94,-1.4,1.60,0.390,B
7.6,1.99,1.1,0.54,B9p
7.83,5.11,1.21,0.546,F5
8.71,2.56,0.74,1.579,M
6.21,7.58,0.85,0.143,A4V
9.12,11.31,1.21,0.564,
6.5,4.64,0.94,0.54,
8.59,3.77,1.9,0.456,F8
9.20,4.2,1.48,1.62,K0
8.25,9.51,1.7,0.541,F5V
8.32,5.43,1.5,1.130,K0
6.72,21.26,0.89,0.674,
6.2,18.19,0.57,0.321,
8.57,2.55,1.9,0.442,F8
8.23,8.77,1.22,1.1,K0
6.14,6.72,0.85,0.78,
8.10,2.55,1.11,0.100,
8.96,3.71,0.77,0.271,F0
9.70,3.66,1.49,0.782,F8
9.56,1.59,1.39,0.171,B9.5IV
8.30,36.59,2.13,1.52,K5
8.32,8.83,1.20,0.585,F5
9.8,2.45,1.43,1.945,Ma
8.7,1.29,0.66,1.435,K0
7.99,4.18,1.19,0.984,K0
8.60,9.56,0.79,0.478,G0
8.29,2.64,1.5,1.139,K2
8.76,14.6,0.88,0.714,G5
8.93,3.73,1.8,0.137,A3
9.53,1.9,1.73,0.700,B5
8.97,4.26,0.84,0.286,Am
8.32,2.56,1.4,0.65,A0IV
7.45,3.78,1.22,1.611,K2III
9.99,1.50,1.53,1.18,K0
6.87,6.42,1.32,0.563,F5III
7.86,3.63,0.61,1.219,K0
7.52,69.58,0.99,1.24,K2V
8.67,5.75,1.48,0.240,A1V
7.91,9.65,2.15,0.521,F5V
8.44,0.37,0.93,1.638,K5
6.58,10.90,0.94,0.97,A2V
7.88,6.73,0.64,0.145,A0
7.57,5.46,1.4,0.127,B9.5V
7.41,3.15,1.40,0.181,A0
10.39,2.30,15.7,0.631,
8.3,1.99,1.11,1.576,K2
8.4,2.17,1.8,1.603,K2III
8.39,6.63,0.70,0.711,G5
8.59,1.93,0.75,0.40,B9
8.6,19.24,0.66,0.646,G0
7.95,4.84,1.23,0.267,A3V
8.66,2.78,1.35,1.503,K3III
8.50,4.3,1.6,1.54,K0
8.76,12.51,1.32,0.740,G5
9.97,3.48,2.9,0.759,G5
8.78,2.32,0.92,1.420,K5
10.53,7.63,7.65,0.462,F5
8.63,5.66,1.19,1.96,K0III
7.99,0.87,1.36,1.41,G8III
8.57,2.62,1.59,0.600,A0
7.22,10.49,0.53,0.301,F0
10.14,4.70,2.31,0.687,F8
8.66,16.42,0.78,0.727,G5
9.25,18.40,1.39,0.710,G8
7.71,1.57,0.64,1.614,K5
9.21,3.51,4.7,0.496,F6V
8.66,0.39,1.39,1.68,
5.96,4.74,0.77,1.230,G8III
8.59,7.19,0.77,0.612,G5
8.60,1.59,1.21,1.596,M2III
8.20,5.11,1.17,1.44,K0
7.99,3.32,1.14,2.111,M1III
7.46,10.70,1.12,0.189,A2
5.64,6.62,0.85,0.93,B3V
9.43,3.38,1.7,1.110,K2
8.56,4.19,1.39,1.5,K0
8.47,1.54,0.90,1.520,M2
8.7,3.64,1.8,0.943,G0
9.17,3.20,1.14,1.32,K2
10.22,2.55,1.92,0.625,F8
8.70,8.47,1.86,0.456,G5
10.35,17.64,2.0,0.965,K2V
7.94,10.87,1.20,0.415,F2IV
9.63,1.61,1.29,1.378,M0
7.88,2.21,0.98,1.590,K5
8.69,3.74,1.25,0.216,B9IV
9.5,-1.58,1.58,1.568,
8.85,3.77,0.80,1.186,K0
8.12,5.5,1.36,0.247,A4V
10.31,21.78,1.73,1.40,
8.81,3.81,0.74,0.406,F2
7.64,1.98,1.4,1.677,K5
6.55,21.6,0.91,0.890,G5
5.99,4.32,0.84,0.103,A3IV
9.51,0.7,1.23,1.302,K0
8.36,5.18,1.32,0.904,G5
10.69,1.83,2.40,0.397,F0
7.32,20.28,0.78,0.987,K0
7.92,0.65,1.25,0.26,
10.43,25.65,3.10,1.170,K5
10.26,5.71,2.14,0.829,G5
7.14,4.18,1.0,0.541,F8II+
8.23,2.15,1.17,1.637,
8.16,5.78,0.78,0.142,A0
8.10,102.35,0.88,1.310,K7V
8.93,2.46,1.9,0.13,B8Vn
8.91,3.13,0.92,0.116,A0V
7.96,0.76,0.66,1.159,K0
6.98,10.46,1.2,0.446,F3V
9.89,5.42,1.71,0.642,G3V
8.0,4.20,1.69,0.100,
8.95,3.52,1.74,1.350,G8IV
6.95,3.75,1.15,1.790,M6III
6.7,5.11,0.54,1.415,K4III
8.59,3.66,0.77,1.86,K0
8.91,7.71,0.89,0.782,K2
9.67,10.74,1.51,0.696,G0
8.73,7.10,1.0,0.407,F0V
7.94,7.45,1.12,0.343,
9.26,0.28,1.3,1.589,M0
8.25,2.37,0.64,1.71,G5
4.84,37.41,0.48,0.375,F2V
10.37,,,,
6.99,7.37,1.3,1.219,
10.15,0.6,2.12,1.306,
8.27,2.78,1.88,1.0,K1III
8.34,4.28,1.12,1.30,G8III
9.85,1.72,2.0,0.534,
8.54,1.54,0.78,1.11,K0
5.60,6.31,0.81,1.637,M3III
8.47,0.61,0.74,1.515,M2
9.95,24.36,1.34,1.140,K8
9.41,1.26,0.84,1.381,K5
7.59,18.42,0.82,0.539,F8V
8.65,3.72,1.25,1.204,
7.55,3.75,0.88,0.82,B3V
9.48,2.26,1.66,0.498,A9V
8.63,3.81,2.58,1.657,M1III
6.2,6.84,0.88,0.12,
6.60,4.30,1.7,1.876,K5II
8.97,1.12,1.15,1.269,K0
8.23,3.2,0.79,0.886,K0
8.15,11.78,0.77,0.486,F5IV
9.45,26.54,1.15,0.960,K5
8.30,3.25,1.3,0.210,A3
8.68,0.65,1.26,1.738,K3III
9.52,7.77,1.47,0.586,G0
7.11,12.34,1.1,0.558,F7V
8.54,7.28,1.25,1.189,K2
8.28,2.6,0.69,0.950,G5
8.1,2.73,0.66,1.386,K2
8.46,-1.31,0.82,1.595,K5
6.96,7.10,0.52,0.377,F2
9.32,3.77,1.49,0.402,F0V
8.52,1.19,1.25,1.530,K5
9.16,0.43,1.33,1.543,M0
9.95,1.21,1.74,1.86,K0
8.76,3.37,0.69,0.376,G0
9.77,-2.17,1.75,1.205,G5
8.77,7.77,2.72,0.350,G5
8.16,18.59,1.25,0.677,G0
9.63,9.28,4.96,0.630,F0
8.47,2.28,0.79,1.34,G5
8.35,10.26,1.27,0.561,F8
9.84,0.69,1.95,0.323,A2
8.80,7.2,1.13,0.380,G5
8.48,5.62,0.66,0.537,G5
8.24,4.12,0.72,0.476,G0
9.4,5.88,1.76,0.640,G1V
7.33,16.92,0.87,0.510,G0
7.2,9.8,0.85,0.37,B9.5V
9.63,6.56,1.54,0.707,G0
9.26,2.50,1.49,0.390,F5
9.20,1.43,2.15,0.686,F5
8.6,2.11,1.20,1.160,
5.15,9.30,0.84,1.535,K5III
7.48,2.97,0.62,1.211,K0
6.58,3.53,0.61,1.571,K4III
8.20,0.83,1.33,1.622,
6.88,7.94,1.3,0.181,
6.83,7.84,1.9,0.100,A0V
7.12,6.62,0.93,0.408,F2
4.21,9.41,0.67,0.897,
9.2,1.45,0.83,0.993,G5
9.79,-1.15,1.63,0.545,F3V
9.61,0.56,1.59,0.270,B9III
9.20,1.45,1.65,1.708,K0
8.18,4.77,1.6,1.208,K2
8.36,2.72,1.6,0.775,G2IV
9.17,16.98,1.59,0.734,G8V
8.69,4.34,1.36,1.870,M2III
9.5,16.71,0.81,0.753,K5
6.47,7.28,0.97,0.87,A1V
9.46,30.78,1.1,1.81,K7
7.80,3.23,0.72,0.328,F0
8.66,3.41,1.31,1.156,G8III
9.68,12.4,1.64,0.700,G0
9.13,3.5,0.97,1.318,K2
